Dimensions,4
Normalised,20
evals,41000
key,dist,emissions,time,vehicles,dist,Actualemissions,ActualTime,ActualVehicles,ActualDistMicroDepot: Micro Depot 1,MicroDepot: Micro Depot 2,MicroDepot: Micro Depot 3,MicroDepot: Micro Depot 4,MicroDepot: Micro Depot 5,MicroDepot: Micro Depot 6,MicroDepot: Micro Depot 7,MicroDepot: Micro Depot 8,MicroDepot: Micro Depot 9,MicroDepot: Micro Depot 10,MicroDepot: Micro Depot 11,MicroDepot: Micro Depot 12,MicroDepot: Micro Depot 13,MicroDepot: Micro Depot 14,bike,walk,electric van,
20:20:11:17,1166.05,20,20,11,17,121.15,28.30,6.00,45.47,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,6,0,
20:20:11:19,1182.21,20,20,11,19,128.63,30.05,6.00,46.37,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,6,0,
14:9:7:19,3155.85,14,9,7,19,87.12,20.36,4.00,46.35,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2,
19:19:7:2,1027.56,19,19,7,2,118.00,27.57,4.00,38.75,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,
19:19:7:1,1027.19,19,19,7,1,118.48,27.68,4.00,38.53,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,
19:19:7:4,1032.78,19,19,7,4,118.22,27.62,4.00,39.73,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,2,
19:19:7:3,1032.40,19,19,7,3,118.68,27.73,4.00,39.51,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0,
19:19:7:6,1085.55,19,19,7,6,117.46,27.44,4.00,40.52,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,
19:19:7:5,1034.22,19,19,7,5,118.07,27.59,4.00,40.06,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,
19:19:7:8,1090.43,19,19,7,8,117.77,27.52,4.00,41.40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,
19:19:7:7,1088.16,19,19,7,7,117.42,27.43,4.00,41.05,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,
14:9:7:20,3167.63,14,9,7,20,88.30,20.63,4.00,47.87,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,3,
19:19:7:9,1094.07,19,19,7,9,118.10,27.59,4.00,42.02,0,0,1,0,1,0,2,0,0,1,1,0,0,0,3,1,2,
15:11:9:9,2523.97,15,11,9,9,93.33,21.81,5.00,41.91,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,
15:11:9:5,2513.09,15,11,9,5,93.33,21.81,5.00,40.35,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1,
15:11:9:6,2563.96,15,11,9,6,93.33,21.81,5.00,40.64,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,
19:18:9:5,1131.51,19,18,9,5,116.29,27.17,5.00,40.07,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,
19:18:9:4,1081.46,19,18,9,4,116.89,27.31,5.00,39.88,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,
17:14:16:20,2157.80,17,14,16,20,104.67,24.46,8.00,47.16,1,1,0,2,2,0,1,0,0,1,1,1,0,0,6,1,3,
19:18:9:3,1124.77,19,18,9,3,114.43,26.74,5.00,39.30,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,4,0,
15:12:13:20,4094.10,15,12,13,20,93.11,23.04,7.00,52.22,0,0,0,1,0,0,0,1,3,1,1,0,1,0,4,1,3,
19:18:9:2,1124.24,19,18,9,2,114.95,26.86,5.00,39.04,1,1,0,0,1,1,0,0,0,1,0,0,0,0,2,3,0,
19:18:9:9,1139.27,19,18,9,9,115.61,27.01,5.00,41.84,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,3,0,
19:18:9:8,1137.07,19,18,9,8,115.56,27.00,5.00,41.41,1,0,1,0,1,0,2,0,0,1,1,0,0,0,3,2,2,
19:18:9:7,1135.28,19,18,9,7,115.50,26.99,5.00,41.07,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,2,1,
19:18:9:6,1133.01,19,18,9,6,115.39,26.96,5.00,40.66,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,2,0,
18:17:11:19,1869.80,18,17,11,19,111.49,26.05,6.00,46.36,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,5,1,
18:17:11:18,1914.93,18,17,11,18,112.37,26.25,6.00,46.03,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,0,
18:16:11:10,1284.38,18,16,11,10,111.04,25.94,6.00,42.28,1,1,0,1,0,0,0,0,0,1,0,0,2,0,3,2,1,
13:7:13:20,4716.51,13,7,13,20,80.85,18.89,7.00,48.91,1,1,0,1,0,0,0,0,0,1,2,1,0,0,1,1,5,
18:16:11:15,1342.08,18,16,11,15,108.71,25.40,6.00,44.55,2,0,1,0,1,0,0,1,0,0,1,0,0,0,4,0,2,
18:16:11:16,1346.98,18,16,11,16,110.00,25.70,6.00,45.13,0,4,0,2,0,0,1,0,0,1,1,1,0,0,5,4,1,
18:16:11:17,1908.12,18,16,11,17,109.04,25.48,6.00,45.73,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,3,1,
18:16:11:18,1866.11,18,16,11,18,110.29,25.77,6.00,46.00,0,0,1,1,1,1,0,0,3,0,1,1,0,0,1,6,2,
17:13:16:17,2096.04,17,13,16,17,100.74,23.54,8.00,45.60,0,1,0,0,0,1,2,1,1,0,0,1,0,1,3,2,3,
18:17:11:20,1919.36,18,17,11,20,112.52,26.29,6.00,47.27,1,2,0,0,0,1,1,0,1,0,0,0,1,0,2,2,3,
19:18:9:1,1120.33,19,18,9,1,114.48,26.75,5.00,38.40,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1,0,
18:16:11:11,1892.96,18,16,11,11,109.58,25.60,6.00,42.90,2,1,0,0,0,1,1,1,0,0,2,0,0,0,2,3,3,
18:16:11:12,1286.20,18,16,11,12,109.17,25.51,6.00,43.23,0,4,0,2,0,0,1,0,0,1,1,0,0,0,5,3,1,
18:16:11:13,1292.29,18,16,11,13,110.43,25.80,6.00,44.06,0,4,0,2,0,0,1,0,0,1,1,1,0,0,5,4,1,
17:13:16:14,2742.88,17,13,16,14,101.80,23.78,8.00,44.13,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,4,2,
18:16:11:14,1900.78,18,16,11,14,108.35,25.32,6.00,44.09,1,1,0,1,0,2,1,0,0,1,0,0,0,1,3,2,3,
20:20:11:10,1158.38,20,20,11,10,125.35,29.29,6.00,42.63,1,0,2,2,0,1,0,0,0,1,0,0,0,0,0,6,1,
20:20:11:12,1158.22,20,20,11,12,122.57,28.64,6.00,43.46,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,
20:20:11:11,1157.59,20,20,11,11,124.40,29.07,6.00,42.76,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4,1,
17:14:16:11,2085.33,17,14,16,11,103.52,24.19,8.00,42.96,0,3,0,0,0,1,1,1,0,1,1,0,1,0,5,3,1,
17:13:16:20,2106.31,17,13,16,20,101.10,23.62,8.00,46.88,0,1,0,0,0,1,2,1,1,0,0,1,0,1,3,2,3,
18:16:11:19,1915.98,18,16,11,19,109.20,25.51,6.00,46.53,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,
20:20:11:14,1165.11,20,20,11,14,124.96,29.20,6.00,44.09,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,6,0,
20:20:11:13,1161.71,20,20,11,13,122.88,28.71,6.00,44.06,1,1,0,0,1,0,0,0,0,1,0,1,1,0,2,3,1,
20:20:11:16,1173.17,20,20,11,16,126.49,29.55,6.00,45.23,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,4,0,
17:14:16:15,2092.17,17,14,16,15,104.31,24.37,8.00,44.77,2,0,0,0,0,2,1,1,0,0,0,0,2,0,0,4,4,
20:20:11:15,1162.93,20,20,11,15,121.65,28.42,6.00,44.69,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,5,1,
17:14:16:18,2151.93,17,14,16,18,102.36,23.92,8.00,46.25,0,4,0,0,0,1,2,0,0,1,0,0,1,0,4,1,4,
13:6:13:17,4039.92,13,6,13,17,79.97,18.68,7.00,45.44,1,1,0,1,0,0,0,0,0,1,2,1,0,0,1,1,5,
17:14:16:19,2154.37,17,14,16,19,103.43,24.17,8.00,46.35,1,2,1,0,1,1,1,0,0,0,1,1,0,0,6,3,0,
20:19:2:12,1664.09,20,19,2,12,119.27,27.87,2.00,43.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
17:15:9:9,1835.15,17,15,9,9,106.03,24.77,5.00,42.08,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,2,
18:17:11:13,1343.29,18,17,11,13,111.48,26.05,6.00,43.93,0,4,0,2,0,0,1,0,0,1,1,0,0,0,5,3,1,
18:17:11:12,1290.90,18,17,11,12,111.87,26.14,6.00,43.33,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,1,1,
20:19:2:11,1661.18,20,19,2,11,119.16,27.84,2.00,42.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
20:19:2:10,1658.93,20,19,2,10,119.68,27.96,2.00,42.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
18:17:11:11,1240.16,18,17,11,11,112.50,26.29,6.00,42.98,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,1,1,
18:16:11:20,1918.34,18,16,11,20,108.57,25.37,6.00,46.98,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,2,1,
17:15:9:7,1779.05,17,15,9,7,105.75,24.71,5.00,40.94,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,3,1,
18:17:11:10,1236.70,18,17,11,10,111.98,26.16,6.00,42.46,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,4,1,
17:15:9:8,1832.25,17,15,9,8,106.55,24.89,5.00,41.47,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,3,3,
13:6:13:20,4726.85,13,6,13,20,79.74,18.63,7.00,50.51,1,1,0,1,0,0,0,0,0,1,2,1,0,0,1,1,5,
18:17:11:17,1352.92,18,17,11,17,112.51,26.29,6.00,45.54,0,4,1,2,0,0,1,0,0,1,1,0,0,0,6,3,1,
17:15:9:6,1827.66,17,15,9,6,106.27,24.83,5.00,40.64,2,1,0,0,0,0,1,1,1,1,0,0,0,1,4,3,1,
18:17:11:16,1907.88,18,17,11,16,111.94,26.16,6.00,45.15,1,2,0,0,0,1,1,0,1,0,0,0,1,0,2,2,3,
18:17:11:15,1907.03,18,17,11,15,112.01,26.17,6.00,44.72,1,0,1,0,0,0,0,0,3,0,1,0,0,0,1,3,2,
17:15:9:3,1772.34,17,15,9,3,106.12,24.79,5.00,39.48,1,0,0,1,1,1,0,3,1,0,0,0,0,0,4,3,1,
17:15:9:4,1774.00,17,15,9,4,105.79,24.72,5.00,39.92,1,1,0,0,0,1,1,1,1,0,1,0,0,0,3,4,0,
18:17:11:14,1295.41,18,17,11,14,111.51,26.05,6.00,44.34,0,3,0,0,0,0,1,1,0,0,1,0,1,0,4,2,1,
15:11:16:20,3470.77,15,11,16,20,93.47,21.84,8.00,49.55,2,0,1,1,0,2,0,0,0,0,1,0,1,0,3,1,4,
18:15:16:20,2725.38,18,15,16,20,106.89,24.97,8.00,48.12,1,1,2,0,0,0,0,1,0,1,1,0,1,1,3,2,4,
17:14:7:19,1859.65,17,14,7,19,104.13,24.33,4.00,46.63,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,
17:14:7:18,1856.17,17,14,7,18,103.41,24.16,4.00,46.16,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,2,3,
17:14:7:17,1803.99,17,14,7,17,104.03,24.31,4.00,45.53,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,
17:14:7:16,1800.77,17,14,7,16,103.69,24.23,4.00,44.99,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,3,1,
17:14:7:15,1800.92,17,14,7,15,104.09,24.32,4.00,44.89,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,5,
17:14:7:14,1797.54,17,14,7,14,104.03,24.31,4.00,44.24,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,5,0,
17:14:7:13,1797.12,17,14,7,13,104.77,24.48,4.00,43.92,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,
17:14:7:12,1791.91,17,14,7,12,103.54,24.19,4.00,43.26,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,
19:19:11:10,1147.63,19,19,11,10,118.85,27.77,6.00,42.50,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,4,
17:14:7:11,1788.44,17,14,7,11,102.82,24.02,4.00,42.79,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,
19:19:11:12,1199.24,19,19,11,12,117.46,27.44,6.00,43.26,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,3,3,
17:14:7:10,1785.54,17,14,7,10,102.19,23.88,4.00,42.41,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,
19:19:11:11,1198.31,19,19,11,11,118.16,27.61,6.00,42.85,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,4,0,
19:19:11:14,1257.13,19,19,11,14,118.90,27.78,6.00,44.38,1,1,0,0,2,0,0,0,0,0,0,1,1,0,3,1,2,
19:19:11:13,1152.99,19,19,11,13,118.38,27.66,6.00,43.72,0,0,2,0,0,0,0,3,1,0,0,0,0,0,1,4,1,
19:19:11:16,1311.33,19,19,11,16,118.30,27.64,6.00,45.41,0,1,0,1,0,0,0,0,0,0,1,1,2,0,3,1,2,
19:19:11:15,1258.41,19,19,11,15,118.66,27.73,6.00,44.72,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,2,0,
20:19:4:7,1042.04,20,19,4,7,119.94,28.02,3.00,41.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,
20:19:4:6,1037.87,20,19,4,6,119.00,27.80,3.00,40.50,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,2,1,
19:18:16:19,1414.51,19,18,16,19,116.29,27.17,8.00,46.67,0,1,1,0,0,0,0,3,1,1,0,0,0,0,2,4,1,
20:19:4:5,988.05,20,19,4,5,120.33,28.11,3.00,40.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,
20:19:4:4,984.06,20,19,4,4,119.19,27.85,3.00,39.68,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,
19:18:16:16,1407.58,19,18,16,16,117.01,27.34,8.00,45.06,1,1,2,0,0,0,0,2,0,1,1,0,1,1,3,3,4,
19:18:16:15,1960.39,19,18,16,15,115.31,26.94,8.00,44.89,1,1,0,0,0,2,1,0,1,0,1,0,0,1,1,6,1,
20:19:4:9,1045.13,20,19,4,9,119.34,27.88,3.00,41.85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,
19:18:16:18,1508.31,19,18,16,18,114.71,26.80,8.00,45.93,0,5,0,0,0,1,2,0,0,1,0,0,0,0,4,1,4,
19:18:16:17,1461.84,19,18,16,17,117.36,27.42,8.00,45.81,1,1,0,1,1,0,1,0,0,2,1,1,0,0,6,1,2,
20:19:4:8,1043.83,20,19,4,8,119.98,28.03,3.00,41.39,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,
19:18:16:14,1351.86,19,18,16,14,115.50,26.99,8.00,44.39,1,2,0,1,1,0,1,0,0,0,0,1,0,0,3,4,0,
19:18:16:13,1350.16,19,18,16,13,116.35,27.18,8.00,43.79,1,0,0,1,1,1,0,0,0,0,0,1,1,1,2,2,3,
20:19:4:3,983.72,20,19,4,3,119.82,28.00,3.00,39.42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,
20:19:4:2,981.64,20,19,4,2,120.21,28.09,3.00,38.88,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,
20:19:4:1,977.42,20,19,4,1,119.70,27.97,3.00,38.20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,
19:18:16:10,1296.11,19,18,16,10,117.23,27.39,8.00,42.70,1,0,0,1,1,1,0,0,0,0,0,1,2,1,2,3,3,
16:12:9:11,2489.99,16,12,9,11,98.23,22.95,5.00,43.13,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,2,
16:12:9:10,1829.97,16,12,9,10,98.51,23.02,5.00,42.44,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,2,1,
16:12:9:13,1933.31,16,12,9,13,98.88,23.10,5.00,43.93,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,
16:12:9:12,2491.54,16,12,9,12,98.59,23.04,5.00,43.32,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,2,
16:12:9:15,2545.82,16,12,9,15,96.30,22.50,5.00,44.90,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,1,
16:12:9:14,1938.12,16,12,9,14,97.71,22.83,5.00,44.27,0,1,0,0,2,0,0,0,1,0,0,1,0,0,3,1,1,
16:12:9:17,2509.00,16,12,9,17,98.45,23.00,5.00,45.86,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,2,4,
16:12:9:16,1943.35,16,12,9,16,98.39,22.99,5.00,45.15,0,1,2,1,0,0,0,0,0,0,2,0,0,0,2,3,1,
16:12:9:19,2557.08,16,12,9,19,96.38,22.52,5.00,46.40,0,0,0,1,1,0,2,0,0,0,0,0,0,1,2,1,2,
16:12:9:18,2505.98,16,12,9,18,96.24,22.49,5.00,46.00,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,1,
19:18:16:20,1417.67,19,18,16,20,116.80,27.29,8.00,47.15,1,0,0,0,1,1,0,0,0,1,0,1,1,1,2,3,2,
13:7:11:18,3947.94,13,7,11,18,82.19,19.20,6.00,46.08,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,3,
13:7:11:19,3950.45,13,7,11,19,82.13,19.19,6.00,46.45,1,0,0,1,0,0,0,0,0,1,2,1,0,0,1,1,4,
20:19:16:20,1427.40,20,19,16,20,119.67,27.96,8.00,48.20,1,0,0,1,1,1,0,0,0,1,0,1,2,1,2,4,3,
17:14:13:19,2008.10,17,14,13,19,103.53,24.19,7.00,46.48,1,0,0,2,1,1,0,0,0,1,0,1,2,1,2,4,4,
13:7:11:20,4021.18,13,7,11,20,81.81,19.12,6.00,49.89,0,0,2,1,0,0,1,0,1,0,1,0,1,1,2,2,4,
17:14:13:18,2660.87,17,14,13,18,103.96,24.29,7.00,46.13,1,1,1,0,0,0,0,2,0,1,1,0,1,1,3,2,4,
20:19:16:19,2121.47,20,19,16,19,119.38,27.89,8.00,46.73,2,1,0,0,0,0,0,0,0,1,1,1,2,0,3,2,3,
17:14:13:17,2709.03,17,14,13,17,104.34,24.38,7.00,45.63,1,0,0,1,1,1,0,0,0,0,0,1,1,1,2,2,3,
17:14:13:16,2749.92,17,14,13,16,103.67,24.22,7.00,45.17,1,1,2,2,1,0,0,0,0,1,0,0,1,0,3,3,3,
20:19:16:17,1414.55,20,19,16,17,119.53,27.93,8.00,45.67,1,1,1,0,0,1,1,0,0,0,1,1,0,0,4,3,0,
20:19:16:16,1361.86,20,19,16,16,119.36,27.89,8.00,45.19,1,1,0,0,2,0,0,0,0,1,0,1,1,0,3,2,2,
17:14:13:14,2043.22,17,14,13,14,102.52,23.95,7.00,44.46,0,4,0,0,0,1,2,0,0,0,0,0,1,0,3,1,4,
17:14:13:13,2039.22,17,14,13,13,103.37,24.15,7.00,43.94,1,0,0,1,1,1,0,0,0,0,0,1,1,0,4,1,1,
18:17:13:20,1979.41,18,17,13,20,111.71,26.10,7.00,48.43,0,0,1,0,2,0,1,0,2,0,0,0,2,0,2,5,1,
17:14:13:12,2035.72,17,14,13,12,103.04,24.07,7.00,43.48,1,1,1,2,1,0,0,0,0,1,0,1,1,0,3,3,3,
15:12:11:20,3335.50,15,12,11,20,92.41,22.88,6.00,51.08,0,0,0,1,0,0,0,1,3,1,0,0,1,0,4,1,2,
17:14:13:10,1934.60,17,14,13,10,104.64,24.45,7.00,42.40,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,4,1,
15:10:9:12,3232.57,15,10,9,12,91.74,21.43,5.00,43.30,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,3,
15:10:9:11,2578.91,15,10,9,11,92.71,21.66,5.00,42.88,1,2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,
14:8:11:20,3301.31,14,8,11,20,85.03,19.87,6.00,47.36,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,1,3,
15:10:9:10,2573.31,15,10,9,10,91.65,21.41,5.00,42.40,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,2,1,
15:10:9:16,2591.46,15,10,9,16,90.78,21.21,5.00,45.29,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,
15:10:9:15,2540.04,15,10,9,15,91.36,21.35,5.00,44.88,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2,
15:10:9:14,3238.98,15,10,9,14,91.43,21.36,5.00,44.18,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,
15:10:9:13,2535.01,15,10,9,13,91.55,21.39,5.00,43.81,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,
15:10:9:19,3252.29,15,10,9,19,90.17,21.07,5.00,46.40,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,3,
15:10:9:18,2598.42,15,10,9,18,91.33,21.34,5.00,46.04,1,1,1,1,1,0,0,0,2,0,0,1,1,0,3,2,4,
15:10:9:17,2545.17,15,10,9,17,92.70,21.66,5.00,45.49,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,2,
18:17:13:16,1401.09,18,17,13,16,112.09,26.19,7.00,45.30,0,5,0,0,0,1,2,0,0,1,0,0,0,0,4,1,4,
14:8:11:19,3344.03,14,8,11,19,85.63,20.01,6.00,46.34,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,3,
18:17:13:18,1965.80,18,17,13,18,112.54,26.30,7.00,46.30,1,0,1,0,1,0,0,0,1,0,2,1,0,0,2,3,2,
16:12:9:20,2558.64,16,12,9,20,97.41,22.76,5.00,46.88,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,1,4,
18:17:13:19,2016.19,18,17,13,19,111.93,26.15,7.00,46.58,1,1,1,0,0,0,0,2,0,1,1,0,1,1,3,2,4,
18:17:13:12,1391.91,18,17,13,12,112.28,26.23,7.00,43.40,0,4,0,2,0,0,1,0,0,0,1,0,0,0,4,3,1,
18:17:13:13,1343.05,18,17,13,13,111.34,26.01,7.00,43.92,0,1,0,2,0,0,1,0,2,1,0,1,0,1,3,5,1,
18:17:13:14,1396.63,18,17,13,14,112.03,26.17,7.00,44.43,2,1,0,1,0,1,0,0,0,0,1,1,0,1,5,3,0,
18:17:13:15,1347.81,18,17,13,15,112.06,26.18,7.00,44.65,0,4,0,0,0,1,2,0,1,0,0,0,0,0,3,2,3,
18:17:13:10,1335.31,18,17,13,10,111.51,26.05,7.00,42.32,1,1,0,1,1,0,1,0,0,0,0,1,0,0,3,3,0,
14:8:11:12,3278.94,14,8,11,12,86.77,20.27,6.00,43.24,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,
18:17:13:11,1389.07,18,17,13,11,111.50,26.05,7.00,43.08,0,4,0,2,0,0,1,0,0,1,0,1,0,0,4,4,1,
14:8:11:15,3289.83,14,8,11,15,86.77,20.27,6.00,44.80,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,
14:8:11:14,3286.85,14,8,11,14,86.37,20.18,6.00,44.43,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,
14:8:11:17,3245.53,14,8,11,17,86.90,20.30,6.00,45.46,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2,2,
18:17:9:12,1191.95,18,17,9,12,112.75,26.34,5.00,43.26,0,1,0,0,1,1,0,0,1,1,0,0,1,1,3,3,1,
18:17:9:11,1239.34,18,17,9,11,112.08,26.19,5.00,42.95,1,0,0,1,0,0,0,0,0,0,1,0,2,0,4,1,0,
18:17:9:10,1187.88,18,17,9,10,112.65,26.32,5.00,42.48,0,1,0,1,1,0,1,0,0,1,1,1,0,0,5,0,2,
16:11:13:20,2709.78,16,11,13,20,95.57,22.33,7.00,47.69,1,1,0,2,1,0,0,0,1,0,0,1,1,0,3,2,3,
18:17:9:16,1812.37,18,17,9,16,111.33,26.01,5.00,44.99,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,3,1,
16:13:9:20,1955.98,16,13,9,20,100.29,23.43,5.00,47.09,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,0,1,
18:17:9:15,1298.47,18,17,9,15,111.67,26.09,5.00,44.91,1,0,0,1,1,0,0,1,0,0,0,0,1,0,5,0,0,
18:17:9:14,1245.14,18,17,9,14,112.18,26.21,5.00,44.08,0,1,0,0,2,0,0,0,1,0,0,1,0,0,3,1,1,
15:10:9:20,2602.32,15,10,9,20,91.97,21.49,5.00,47.36,0,0,0,2,1,1,0,0,0,1,0,1,2,1,2,4,3,
18:17:9:13,1242.51,18,17,9,13,111.74,26.11,5.00,43.69,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,
18:17:9:19,1822.44,18,17,9,19,111.95,26.16,5.00,46.75,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,1,
18:17:9:18,1864.26,18,17,9,18,112.46,26.28,5.00,46.26,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,2,2,
18:17:9:17,1861.18,18,17,9,17,112.21,26.22,5.00,45.54,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,3,1,
20:20:13:20,1230.57,20,20,13,20,124.82,29.16,7.00,47.23,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,6,0,
20:19:4:15,1110.88,20,19,4,15,119.90,28.01,3.00,44.83,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,2,
17:15:9:12,1797.04,17,15,9,12,106.24,24.82,5.00,43.45,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,3,2,
20:19:4:16,1724.07,20,19,4,16,120.03,28.04,3.00,45.08,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,
17:15:9:13,1848.58,17,15,9,13,105.76,24.71,5.00,43.90,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,1,2,
20:19:4:17,1727.62,20,19,4,17,119.67,27.96,3.00,45.81,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,
17:15:9:14,1849.97,17,15,9,14,106.09,24.79,5.00,44.08,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2,1,
17:15:9:15,1846.68,17,15,9,15,105.65,24.68,5.00,44.64,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,
17:15:9:10,1791.99,17,15,9,10,105.42,24.63,5.00,42.69,0,0,0,1,0,0,1,0,2,1,0,0,0,0,2,0,3,
17:15:9:11,1887.66,17,15,9,11,106.43,24.87,5.00,42.82,1,1,0,0,0,0,1,0,0,2,0,0,0,0,2,2,1,
20:20:13:19,1273.52,20,20,13,19,122.58,28.64,7.00,46.52,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,6,0,
17:15:9:16,1900.36,17,15,9,16,106.68,24.93,5.00,45.05,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,2,3,
